YKJ;Kunta;Ruutu;Tyydyttävän pvs-raja;Suurruutu;Suurruutu-koord;YKJ-N;YKJ-E;Priorisoitu;url
765:330;Enontekiö;Hirvasvuopio;90;34;765:330-769:334;765;330;kyllä;https://tulokset.lintuatlas.fi/grid/765:330
765:331;Enontekiö;Ahvenjärvet;72;34;765:330-769:334;765;331;ei;https://tulokset.lintuatlas.fi/grid/765:331
766:330;Enontekiö;Munnikurkkio;72;34;765:330-769:334;766;330;kyllä;https://tulokset.lintuatlas.fi/grid/766:330
767:330;Enontekiö;Vallivaara;72;34;765:330-769:334;767;330;kyllä;https://tulokset.lintuatlas.fi/grid/767:330
765:344;Inari;Suuri Iivanajärvi;72;35;765:340-769:344;765;344;kyllä;https://tulokset.lintuatlas.fi/grid/765:344
766:344;Inari;Pahtuskoski;72;35;765:340-769:344;766;344;kyllä;https://tulokset.lintuatlas.fi/grid/766:344
767:344;Utsjoki;Kuolna;72;35;765:340-769:344;767;344;ei;https://tulokset.lintuatlas.fi/grid/767:344
768:344;Utsjoki;Kamiljoki;72;35;765:340-769:344;768;344;kyllä;https://tulokset.lintuatlas.fi/grid/768:344
765:345;Inari;Riutusvaarat;90;36;765:345-769:349;765;345;kyllä;https://tulokset.lintuatlas.fi/grid/765:345
765:346;Inari;Šáddevárrit;90;36;765:345-769:349;765;346;ei;https://tulokset.lintuatlas.fi/grid/765:346
765:347;Inari;Palopäät;90;36;765:345-769:349;765;347;kyllä;https://tulokset.lintuatlas.fi/grid/765:347
765:348;Inari;Innihvaara;90;36;765:345-769:349;765;348;valmis;https://tulokset.lintuatlas.fi/grid/765:348
765:349;Inari;Syrminiemi;90;36;765:345-769:349;765;349;valmis;https://tulokset.lintuatlas.fi/grid/765:349
766:345;Inari;Junnásvárri;90;36;765:345-769:349;766;345;kyllä;https://tulokset.lintuatlas.fi/grid/766:345
766:346;Inari;Gáisávarri;90;36;765:345-769:349;766;346;ei;https://tulokset.lintuatlas.fi/grid/766:346
766:347;Inari;Kuárvikozzâ;90;36;765:345-769:349;766;347;kyllä;https://tulokset.lintuatlas.fi/grid/766:347
766:348;Inari;Littmuoruáivi;90;36;765:345-769:349;766;348;valmis;https://tulokset.lintuatlas.fi/grid/766:348
766:349;Inari;Tuorpumapää;90;36;765:345-769:349;766;349;ei;https://tulokset.lintuatlas.fi/grid/766:349
767:345;Inari;Guottoveaiskáidi;90;36;765:345-769:349;767;345;ei;https://tulokset.lintuatlas.fi/grid/767:345
767:346;Inari;Buresoaivi;90;36;765:345-769:349;767;346;kyllä;https://tulokset.lintuatlas.fi/grid/767:346
767:347;Inari;Urretoaivi;90;36;765:345-769:349;767;347;kyllä;https://tulokset.lintuatlas.fi/grid/767:347
767:348;Inari;Peltojärvi;90;36;765:345-769:349;767;348;valmis;https://tulokset.lintuatlas.fi/grid/767:348
767:349;Inari;Lankopää;90;36;765:345-769:349;767;349;kyllä;https://tulokset.lintuatlas.fi/grid/767:349
768:345;Utsjoki;Rihtaopma;90;36;765:345-769:349;768;345;kyllä;https://tulokset.lintuatlas.fi/grid/768:345
768:346;Utsjoki;Geatkebassi;90;36;765:345-769:349;768;346;kyllä;https://tulokset.lintuatlas.fi/grid/768:346
768:347;Inari;Muotkatunturit;90;36;765:345-769:349;768;347;ei;https://tulokset.lintuatlas.fi/grid/768:347
768:348;Inari;Hanhipää;90;36;765:345-769:349;768;348;valmis;https://tulokset.lintuatlas.fi/grid/768:348
768:349;Inari;Aksujärvi;90;36;765:345-769:349;768;349;valmis;https://tulokset.lintuatlas.fi/grid/768:349
769:345;Utsjoki;Koikkiniva;90;36;765:345-769:349;769;345;kyllä;https://tulokset.lintuatlas.fi/grid/769:345
769:346;Utsjoki;Oačátčohkka;90;36;765:345-769:349;769;346;kyllä;https://tulokset.lintuatlas.fi/grid/769:346
769:347;Utsjoki;Gákcavárri;90;36;765:345-769:349;769;347;kyllä;https://tulokset.lintuatlas.fi/grid/769:347
769:348;Utsjoki;Kaamasmukka;90;36;765:345-769:349;769;348;valmis;https://tulokset.lintuatlas.fi/grid/769:348
769:349;Inari;Pikku Kuntsavaara;90;36;765:345-769:349;769;349;ei;https://tulokset.lintuatlas.fi/grid/769:349
765:350;Inari;Pielpajärvi;90;37;765:350-769:354;765;350;valmis;https://tulokset.lintuatlas.fi/grid/765:350
765:351;Inari;Ukonselkä;72;37;765:350-769:354;765;351;kyllä;https://tulokset.lintuatlas.fi/grid/765:351
765:352;Inari;Viimassaari;72;37;765:350-769:354;765;352;kyllä;https://tulokset.lintuatlas.fi/grid/765:352
765:353;Inari;Varttasaari;72;37;765:350-769:354;765;353;kyllä;https://tulokset.lintuatlas.fi/grid/765:353
765:354;Inari;Kuortesjärvi;90;37;765:350-769:354;765;354;ei;https://tulokset.lintuatlas.fi/grid/765:354
766:350;Inari;Kaamanen;90;37;765:350-769:354;766;350;valmis;https://tulokset.lintuatlas.fi/grid/766:350
766:351;Inari;Valkkojärvi;90;37;765:350-769:354;766;351;valmis;https://tulokset.lintuatlas.fi/grid/766:351
766:352;Inari;Muurahaisniemi;72;37;765:350-769:354;766;352;valmis;https://tulokset.lintuatlas.fi/grid/766:352
766:353;Inari;Kasariselkä;72;37;765:350-769:354;766;353;ei;https://tulokset.lintuatlas.fi/grid/766:353
766:354;Inari;Iso-Roiro;72;37;765:350-769:354;766;354;valmis;https://tulokset.lintuatlas.fi/grid/766:354
767:350;Inari;Tuuruharju;90;37;765:350-769:354;767;350;valmis;https://tulokset.lintuatlas.fi/grid/767:350
767:351;Inari;Isojänkä;90;37;765:350-769:354;767;351;kyllä;https://tulokset.lintuatlas.fi/grid/767:351
767:352;Inari;Jäävaarat;90;37;765:350-769:354;767;352;ei;https://tulokset.lintuatlas.fi/grid/767:352
767:353;Inari;Partakko;72;37;765:350-769:354;767;353;valmis;https://tulokset.lintuatlas.fi/grid/767:353
767:354;Inari;Kettuniemi;72;37;765:350-769:354;767;354;ei;https://tulokset.lintuatlas.fi/grid/767:354
768:350;Inari;Pierkivaaranjänkä;90;37;765:350-769:354;768;350;valmis;https://tulokset.lintuatlas.fi/grid/768:350
768:351;Inari;Alttojärvi;90;37;765:350-769:354;768;351;valmis;https://tulokset.lintuatlas.fi/grid/768:351
768:352;Inari;Heinäjänkä;90;37;765:350-769:354;768;352;ei;https://tulokset.lintuatlas.fi/grid/768:352
768:353;Inari;Saurasvaara;90;37;765:350-769:354;768;353;valmis;https://tulokset.lintuatlas.fi/grid/768:353
768:354;Inari;Nitsijärvi;90;37;765:350-769:354;768;354;kyllä;https://tulokset.lintuatlas.fi/grid/768:354
769:350;Inari;Moosesvaara;90;37;765:350-769:354;769;350;valmis;https://tulokset.lintuatlas.fi/grid/769:350
769:351;Inari;Kiesvaara;90;37;765:350-769:354;769;351;valmis;https://tulokset.lintuatlas.fi/grid/769:351
769:352;Inari;Annanjänkä;90;37;765:350-769:354;769;352;ei;https://tulokset.lintuatlas.fi/grid/769:352
769:353;Inari;Kiviselkä;90;37;765:350-769:354;769;353;kyllä;https://tulokset.lintuatlas.fi/grid/769:353
769:354;Inari;Suojanperä;90;37;765:350-769:354;769;354;kyllä;https://tulokset.lintuatlas.fi/grid/769:354
765:355;Inari;Laklemijärvi;90;38;765:355-769:359;765;355;kyllä;https://tulokset.lintuatlas.fi/grid/765:355
765:356;Inari;Kessijärvi;72;38;765:355-769:359;765;356;kyllä;https://tulokset.lintuatlas.fi/grid/765:356
765:357;Inari;Kessijärven itäpuoli;72;38;765:355-769:359;765;357;ei;https://tulokset.lintuatlas.fi/grid/765:357
766:355;Inari;Kessivuono;90;38;765:355-769:359;766;355;kyllä;https://tulokset.lintuatlas.fi/grid/766:355
766:356;Inari;Mourasvaara;90;38;765:355-769:359;766;356;kyllä;https://tulokset.lintuatlas.fi/grid/766:356
766:357;Inari;Käyräjärvi;72;38;765:355-769:359;766;357;kyllä;https://tulokset.lintuatlas.fi/grid/766:357
767:355;Inari;Hiiriniemi;72;38;765:355-769:359;767;355;kyllä;https://tulokset.lintuatlas.fi/grid/767:355
767:356;Inari;Nammijärvi;90;38;765:355-769:359;767;356;kyllä;https://tulokset.lintuatlas.fi/grid/767:356
767:357;Inari;Nammiselkä;72;38;765:355-769:359;767;357;ei;https://tulokset.lintuatlas.fi/grid/767:357
768:355;Inari;Kyynelvuono;72;38;765:355-769:359;768;355;kyllä;https://tulokset.lintuatlas.fi/grid/768:355
768:356;Inari;Surnuvuono;90;38;765:355-769:359;768;356;kyllä;https://tulokset.lintuatlas.fi/grid/768:356
768:357;Inari;Itä-Kapperijärvi;72;38;765:355-769:359;768;357;kyllä;https://tulokset.lintuatlas.fi/grid/768:357
769:355;Inari;Supru;90;38;765:355-769:359;769;355;kyllä;https://tulokset.lintuatlas.fi/grid/769:355
769:356;Inari;Kyyneljärvi;90;38;765:355-769:359;769;356;kyllä;https://tulokset.lintuatlas.fi/grid/769:356
769:357;Inari;Mellalompolo;90;38;765:355-769:359;769;357;ei;https://tulokset.lintuatlas.fi/grid/769:357
769:358;Inari;Sumupäät;72;38;765:355-769:359;769;358;ei;https://tulokset.lintuatlas.fi/grid/769:358
770:327;Enontekiö;Halti;72;39;770:325-774:329;770;327;kyllä;https://tulokset.lintuatlas.fi/grid/770:327
770:328;Enontekiö;Ritničohkan rinne;72;39;770:325-774:329;770;328;kyllä;https://tulokset.lintuatlas.fi/grid/770:328
770:345;Utsjoki;Karigasniemi;90;40;770:345-774:349;770;345;valmis;https://tulokset.lintuatlas.fi/grid/770:345
770:346;Utsjoki;Biesjávrrit;90;40;770:345-774:349;770;346;valmis;https://tulokset.lintuatlas.fi/grid/770:346
770:347;Utsjoki;Ruohtir;90;40;770:345-774:349;770;347;kyllä;https://tulokset.lintuatlas.fi/grid/770:347
770:348;Utsjoki;Rávdobuolžžat;90;40;770:345-774:349;770;348;ei;https://tulokset.lintuatlas.fi/grid/770:348
770:349;Utsjoki;Sávzajávri;90;40;770:345-774:349;770;349;kyllä;https://tulokset.lintuatlas.fi/grid/770:349
771:345;Utsjoki;Piesjoki;72;40;770:345-774:349;771;345;valmis;https://tulokset.lintuatlas.fi/grid/771:345
771:346;Utsjoki;Stuorra Biesvárri;90;40;770:345-774:349;771;346;kyllä;https://tulokset.lintuatlas.fi/grid/771:346
771:347;Utsjoki;Njávgoaivi;90;40;770:345-774:349;771;347;ei;https://tulokset.lintuatlas.fi/grid/771:347
771:348;Utsjoki;Fiellunputous;90;40;770:345-774:349;771;348;kyllä;https://tulokset.lintuatlas.fi/grid/771:348
771:349;Utsjoki;Fállát;90;40;770:345-774:349;771;349;kyllä;https://tulokset.lintuatlas.fi/grid/771:349
772:345;Utsjoki;Pihtiranta;72;40;770:345-774:349;772;345;ei;https://tulokset.lintuatlas.fi/grid/772:345
772:346;Utsjoki;Outakoski;90;40;770:345-774:349;772;346;kyllä;https://tulokset.lintuatlas.fi/grid/772:346
772:347;Utsjoki;Gamoaivi;90;40;770:345-774:349;772;347;ei;https://tulokset.lintuatlas.fi/grid/772:347
772:348;Utsjoki;Gottetvárri;90;40;770:345-774:349;772;348;ei;https://tulokset.lintuatlas.fi/grid/772:348
772:349;Utsjoki;Vuokojärvi;90;40;770:345-774:349;772;349;valmis;https://tulokset.lintuatlas.fi/grid/772:349
773:345;Utsjoki;Nuorpiniemi;72;40;770:345-774:349;773;345;kyllä;https://tulokset.lintuatlas.fi/grid/773:345
773:346;Utsjoki;Aittijoki;90;40;770:345-774:349;773;346;kyllä;https://tulokset.lintuatlas.fi/grid/773:346
773:347;Utsjoki;Paistunturit;90;40;770:345-774:349;773;347;kyllä;https://tulokset.lintuatlas.fi/grid/773:347
773:348;Utsjoki;Juovvaskáidi;90;40;770:345-774:349;773;348;kyllä;https://tulokset.lintuatlas.fi/grid/773:348
773:349;Utsjoki;Pikku Kevojärvi;90;40;770:345-774:349;773;349;ei;https://tulokset.lintuatlas.fi/grid/773:349
774:346;Utsjoki;Dálvadas;72;40;770:345-774:349;774;346;kyllä;https://tulokset.lintuatlas.fi/grid/774:346
774:347;Utsjoki;Nuvvus;90;40;770:345-774:349;774;347;valmis;https://tulokset.lintuatlas.fi/grid/774:347
774:348;Utsjoki;Erttetvárri;90;40;770:345-774:349;774;348;kyllä;https://tulokset.lintuatlas.fi/grid/774:348
774:349;Utsjoki;Kevojoensuu;90;40;770:345-774:349;774;349;kyllä;https://tulokset.lintuatlas.fi/grid/774:349
770:350;Inari;Perumämmärinjänkä;90;41;770:350-774:354;770;350;valmis;https://tulokset.lintuatlas.fi/grid/770:350
770:351;Inari;Jullamojärvi;90;41;770:350-774:354;770;351;valmis;https://tulokset.lintuatlas.fi/grid/770:351
770:352;Inari;Vaijoenjänkä;90;41;770:350-774:354;770;352;valmis;https://tulokset.lintuatlas.fi/grid/770:352
770:353;Inari;Pautujärvi;90;41;770:350-774:354;770;353;ei;https://tulokset.lintuatlas.fi/grid/770:353
770:354;Inari;Iso-Pelsa;90;41;770:350-774:354;770;354;ei;https://tulokset.lintuatlas.fi/grid/770:354
771:350;Utsjoki;Mierasjärvi;90;41;770:350-774:354;771;350;valmis;https://tulokset.lintuatlas.fi/grid/771:350
771:351;Utsjoki;Jottijärvi;90;41;770:350-774:354;771;351;kyllä;https://tulokset.lintuatlas.fi/grid/771:351
771:352;Inari;Mierggasroavvi;90;41;770:350-774:354;771;352;ei;https://tulokset.lintuatlas.fi/grid/771:352
771:353;Inari;Paavalinjärvi;90;41;770:350-774:354;771;353;kyllä;https://tulokset.lintuatlas.fi/grid/771:353
771:354;Inari;Vuontislompolo;90;41;770:350-774:354;771;354;ei;https://tulokset.lintuatlas.fi/grid/771:354
772:350;Utsjoki;Mieraslompolo;90;41;770:350-774:354;772;350;valmis;https://tulokset.lintuatlas.fi/grid/772:350
772:351;Utsjoki;Hávgaskáidi;90;41;770:350-774:354;772;351;valmis;https://tulokset.lintuatlas.fi/grid/772:351
772:352;Utsjoki;Karpulivaara;90;41;770:350-774:354;772;352;valmis;https://tulokset.lintuatlas.fi/grid/772:352
772:353;Utsjoki;Salmijärvi;90;41;770:350-774:354;772;353;valmis;https://tulokset.lintuatlas.fi/grid/772:353
772:354;Inari;Ordavaara;90;41;770:350-774:354;772;354;ei;https://tulokset.lintuatlas.fi/grid/772:354
773:350;Utsjoki;Kenestupa;90;41;770:350-774:354;773;350;valmis;https://tulokset.lintuatlas.fi/grid/773:350
773:351;Utsjoki;Vetsijärvi;90;41;770:350-774:354;773;351;valmis;https://tulokset.lintuatlas.fi/grid/773:351
773:352;Utsjoki;Guorboaivi;90;41;770:350-774:354;773;352;valmis;https://tulokset.lintuatlas.fi/grid/773:352
773:353;Utsjoki;Ylä-Pulmankijärvi;90;41;770:350-774:354;773;353;valmis;https://tulokset.lintuatlas.fi/grid/773:353
773:354;Inari;Stuorát Dievjjájávri;90;41;770:350-774:354;773;354;valmis;https://tulokset.lintuatlas.fi/grid/773:354
774:350;Utsjoki;Patoniva;90;41;770:350-774:354;774;350;valmis;https://tulokset.lintuatlas.fi/grid/774:350
774:351;Utsjoki;Váiščohkka;90;41;770:350-774:354;774;351;valmis;https://tulokset.lintuatlas.fi/grid/774:351
774:352;Utsjoki;Áldovárri;90;41;770:350-774:354;774;352;valmis;https://tulokset.lintuatlas.fi/grid/774:352
774:353;Utsjoki;Gálddoaivi;90;41;770:350-774:354;774;353;valmis;https://tulokset.lintuatlas.fi/grid/774:353
774:354;Utsjoki;Muorahisvárri;90;41;770:350-774:354;774;354;ei;https://tulokset.lintuatlas.fi/grid/774:354
770:355;Inari;Mihkalijärvi;90;42;770:355-774:359;770;355;valmis;https://tulokset.lintuatlas.fi/grid/770:355
770:356;Inari;Suolisjärvi;90;42;770:355-774:359;770;356;kyllä;https://tulokset.lintuatlas.fi/grid/770:356
770:357;Inari;Aittajärvet;90;42;770:355-774:359;770;357;kyllä;https://tulokset.lintuatlas.fi/grid/770:357
770:358;Inari;Äälisjärvi;90;42;770:355-774:359;770;358;kyllä;https://tulokset.lintuatlas.fi/grid/770:358
770:359;Inari;Äälisjärven itäpuoli;72;42;770:355-774:359;770;359;ei;https://tulokset.lintuatlas.fi/grid/770:359
771:355;Inari;Petsijärvi;90;42;770:355-774:359;771;355;kyllä;https://tulokset.lintuatlas.fi/grid/771:355
771:356;Inari;Sevettijärvi;90;42;770:355-774:359;771;356;valmis;https://tulokset.lintuatlas.fi/grid/771:356
771:357;Inari;Vainosjärvi;90;42;770:355-774:359;771;357;valmis;https://tulokset.lintuatlas.fi/grid/771:357
771:358;Inari;Vätsäri;90;42;770:355-774:359;771;358;kyllä;https://tulokset.lintuatlas.fi/grid/771:358
771:359;Inari;Rajapää;72;42;770:355-774:359;771;359;ei;https://tulokset.lintuatlas.fi/grid/771:359
772:355;Inari;Opukasjärvi;90;42;770:355-774:359;772;355;kyllä;https://tulokset.lintuatlas.fi/grid/772:355
772:356;Inari;Kontinpaistama;90;42;770:355-774:359;772;356;kyllä;https://tulokset.lintuatlas.fi/grid/772:356
772:357;Inari;Sevettivuono;90;42;770:355-774:359;772;357;valmis;https://tulokset.lintuatlas.fi/grid/772:357
772:358;Inari;Jankkila;90;42;770:355-774:359;772;358;kyllä;https://tulokset.lintuatlas.fi/grid/772:358
773:355;Inari;Rovivaara;90;42;770:355-774:359;773;355;ei;https://tulokset.lintuatlas.fi/grid/773:355
773:356;Inari;Villavaara;90;42;770:355-774:359;773;356;ei;https://tulokset.lintuatlas.fi/grid/773:356
773:357;Inari;Palovaara;90;42;770:355-774:359;773;357;valmis;https://tulokset.lintuatlas.fi/grid/773:357
773:358;Inari;Näätämö;72;42;770:355-774:359;773;358;valmis;https://tulokset.lintuatlas.fi/grid/773:358
774:355;Inari;Laavuvaara;90;42;770:355-774:359;774;355;valmis;https://tulokset.lintuatlas.fi/grid/774:355
774:356;Inari;Aittoaivi;72;42;770:355-774:359;774;356;kyllä;https://tulokset.lintuatlas.fi/grid/774:356
774:357;Inari;Kivisaarijärvi;72;42;770:355-774:359;774;357;ei;https://tulokset.lintuatlas.fi/grid/774:357
775:347;Utsjoki;Čierronvárri;72;43;775:345-779:349;775;347;valmis;https://tulokset.lintuatlas.fi/grid/775:347
775:348;Utsjoki;Birkeoaivi;90;43;775:345-779:349;775;348;kyllä;https://tulokset.lintuatlas.fi/grid/775:348
775:349;Utsjoki;Roavveoaivi;90;43;775:345-779:349;775;349;valmis;https://tulokset.lintuatlas.fi/grid/775:349
776:347;Utsjoki;Báktevársavu;72;43;775:345-779:349;776;347;ei;https://tulokset.lintuatlas.fi/grid/776:347
776:348;Utsjoki;Gistuskáidi;72;43;775:345-779:349;776;348;valmis;https://tulokset.lintuatlas.fi/grid/776:348
776:349;Utsjoki;Goahppeloaivi;72;43;775:345-779:349;776;349;valmis;https://tulokset.lintuatlas.fi/grid/776:349
775:350;Utsjoki;Utsjoen kk;90;44;775:350-779:354;775;350;valmis;https://tulokset.lintuatlas.fi/grid/775:350
775:351;Utsjoki;Luovosvárri;90;44;775:350-779:354;775;351;ei;https://tulokset.lintuatlas.fi/grid/775:351
775:352;Utsjoki;Njuohgárggu;90;44;775:350-779:354;775;352;valmis;https://tulokset.lintuatlas.fi/grid/775:352
775:353;Utsjoki;Skáidesčohkka;90;44;775:350-779:354;775;353;valmis;https://tulokset.lintuatlas.fi/grid/775:353
775:354;Utsjoki;Čuomásvarri;90;44;775:350-779:354;775;354;ei;https://tulokset.lintuatlas.fi/grid/775:354
775:355;Utsjoki;Golmmesoaivi;72;44;775:350-779:354;775;355;ei;https://tulokset.lintuatlas.fi/grid/775:355
776:350;Utsjoki;Gárnjárga;72;44;775:350-779:354;776;350;valmis;https://tulokset.lintuatlas.fi/grid/776:350
776:351;Utsjoki;Vetsikko;90;44;775:350-779:354;776;351;valmis;https://tulokset.lintuatlas.fi/grid/776:351
776:352;Utsjoki;Várdoaivi;90;44;775:350-779:354;776;352;kyllä;https://tulokset.lintuatlas.fi/grid/776:352
776:353;Utsjoki;Pulmankijärvi;90;44;775:350-779:354;776;353;valmis;https://tulokset.lintuatlas.fi/grid/776:353
776:354;Utsjoki;Arola;72;44;775:350-779:354;776;354;kyllä;https://tulokset.lintuatlas.fi/grid/776:354
777:351;Utsjoki;Pajukoste;72;44;775:350-779:354;777;351;kyllä;https://tulokset.lintuatlas.fi/grid/777:351
777:352;Utsjoki;Nivajoki;90;44;775:350-779:354;777;352;valmis;https://tulokset.lintuatlas.fi/grid/777:352
777:353;Utsjoki;Nuorgan;90;44;775:350-779:354;777;353;valmis;https://tulokset.lintuatlas.fi/grid/777:353
